indicator,type,risk,stamp_added,stamp_updated,stamp_seen,stamp_retired,reference,geo_city,geo_country,geo_countrycode,geo_org,dns_ptr
sip.nintendowiionline.net,domain,none,,"2022-08-25 21:13:49","2022-08-25 21:13:49",,https://pulsedive.com/indicator/?iid=38376143,Redmond,"United States of America",US,,
mail.nintendowiionline.net,domain,unknown,,"2022-08-25 21:14:20","2022-08-25 21:14:20",,https://pulsedive.com/indicator/?iid=38376144,Redmond,"United States of America",US,,
nintendowiionline.net,domain,unknown,,"2022-08-25 21:14:21","2022-08-25 21:14:21",,https://pulsedive.com/indicator/?iid=38376145,Redmond,"United States of America",US,,
lyncdiscover.nintendowiionline.net,domain,none,,"2022-08-25 21:14:09","2022-08-25 21:14:09",,https://pulsedive.com/indicator/?iid=38376146,Redmond,"United States of America",US,,
rd.nintendowiionline.net,domain,none,,"2022-08-25 21:14:11","2022-08-25 21:14:11",,https://pulsedive.com/indicator/?iid=38376147,Redmond,"United States of America",US,,
us.nintendowiionline.net,domain,unknown,,"2022-08-25 21:14:12","2022-08-25 21:14:12",,https://pulsedive.com/indicator/?iid=38376148,Redmond,"United States of America",US,,
193.nintendowiionline.net,domain,none,,"2022-08-25 21:14:16","2022-08-25 21:14:16",,https://pulsedive.com/indicator/?iid=38376149,Redmond,"United States of America",US,,
164.nintendowiionline.net,domain,unknown,,"2022-08-25 21:14:19","2022-08-25 21:14:19",,https://pulsedive.com/indicator/?iid=38376150,Redmond,"United States of America",US,,
wot0o0z78ybtirzew.mahe.cc,domain,unknown,,"2022-08-25 21:15:02","2022-08-25 21:15:02",,https://pulsedive.com/indicator/?iid=38376153,Redmond,"United States of America",US,,
7aigu0g8n8zbj6.mahe.cc,domain,none,,"2022-08-25 21:15:07","2022-08-25 21:15:07",,https://pulsedive.com/indicator/?iid=38376154,Redmond,"United States of America",US,,
izj0b8wix.freg.cc,domain,none,,"2022-08-25 21:15:10","2022-08-25 21:15:10",,https://pulsedive.com/indicator/?iid=38376155,Redmond,"United States of America",US,,
s02pa3xr7ygt.freg.cc,domain,none,,"2022-08-25 21:15:11","2022-08-25 21:15:11",,https://pulsedive.com/indicator/?iid=38376156,Redmond,"United States of America",US,,
mahe.cc,domain,unknown,,"2022-09-30 00:08:51","2022-09-30 00:08:51",,https://pulsedive.com/indicator/?iid=38376157,Redmond,"United States of America",US,,
mail.mahe.cc,domain,unknown,,"2022-09-30 00:08:50","2022-09-30 00:08:50",,https://pulsedive.com/indicator/?iid=38376158,Redmond,"United States of America",US,,
freg.cc,domain,unknown,,"2022-08-25 21:15:11","2022-08-25 21:15:11",,https://pulsedive.com/indicator/?iid=38376159,Redmond,"United States of America",US,,
mail.freg.cc,domain,unknown,,"2022-08-25 21:15:11","2022-08-25 21:15:11",,https://pulsedive.com/indicator/?iid=38376160,Redmond,"United States of America",US,,
88pvls48mcmf75bxt0.mahe.cc,domain,none,,"2022-09-30 00:08:51","2022-09-30 00:08:51",,https://pulsedive.com/indicator/?iid=39405949,Redmond,"United States of America",US,,
