indicator,type,risk,stamp_added,stamp_updated,stamp_seen,stamp_retired,reference,geo_city,geo_country,geo_countrycode,geo_org,dns_ptr
avsvmcloud.com,domain,none,,"2022-11-19 02:02:22","2022-11-19 01:09:00",,https://pulsedive.com/indicator/?iid=19401792,[privacy],[privacy],,[privacy],
eu-west-1.avsvmcloud.com,domain,unknown,,"2022-10-14 20:52:17","2022-10-14 20:52:17",,https://pulsedive.com/indicator/?iid=19408493,[privacy],[privacy],,[privacy],
us-west-2.avsvmcloud.com,domain,none,,"2022-08-25 21:10:53","2022-08-25 21:10:53",,https://pulsedive.com/indicator/?iid=19408494,[privacy],[privacy],,[privacy],
us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:45","2022-08-25 21:10:45",,https://pulsedive.com/indicator/?iid=19408495,[privacy],[privacy],,[privacy],
appsync-api.eu-west-1.avsvmcloud.com,domain,unknown,,"2022-10-14 20:52:19","2022-10-14 20:52:19",,https://pulsedive.com/indicator/?iid=19408496,[privacy],[privacy],,[privacy],
appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:48","2022-08-25 21:10:48",,https://pulsedive.com/indicator/?iid=19408497,[privacy],[privacy],,[privacy],
appsync-api.us-west-2.avsvmcloud.com,domain,none,,"2022-08-25 21:05:50","2022-08-25 21:05:50",,https://pulsedive.com/indicator/?iid=19408499,[privacy],[privacy],,[privacy],
netgq1h856599gqh538acqn.appsync-api.us-west-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:05:51","2022-08-25 21:05:51",,https://pulsedive.com/indicator/?iid=38376089,[privacy],[privacy],,[privacy],
west-1.avsvmcloud.com,domain,unknown,,"2022-08-25 21:04:41","2022-08-25 21:04:41",,https://pulsedive.com/indicator/?iid=38376092,[privacy],[privacy],,[privacy],
dew.avsvmcloud.com,domain,unknown,,"2022-08-25 21:06:13","2022-08-25 21:06:12",,https://pulsedive.com/indicator/?iid=38376103,[privacy],[privacy],,[privacy],
8225c.avsvmcloud.com,domain,unknown,,"2022-08-25 21:06:33","2022-08-25 21:06:33",,https://pulsedive.com/indicator/?iid=38376104,[privacy],[privacy],,[privacy],
358f8.avsvmcloud.com,domain,unknown,,"2022-08-25 21:06:36","2022-08-25 21:06:35",,https://pulsedive.com/indicator/?iid=38376106,[privacy],[privacy],,[privacy],
cpd.avsvmcloud.com,domain,unknown,,"2022-08-25 21:06:41","2022-08-25 21:06:41",,https://pulsedive.com/indicator/?iid=38376112,[privacy],[privacy],,[privacy],
avsvmcloud.com.appsync-api.us-west-2.avsvmcloud.com.appsync-api.us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:22","2022-08-25 21:10:22",,https://pulsedive.com/indicator/?iid=38376117,[privacy],[privacy],,[privacy],
com.appsync-api.us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:29","2022-08-25 21:10:29",,https://pulsedive.com/indicator/?iid=38376119,[privacy],[privacy],,[privacy],
com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:48","2022-08-25 21:10:48",,https://pulsedive.com/indicator/?iid=38376121,[privacy],[privacy],,[privacy],
us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:44","2022-08-25 21:10:44",,https://pulsedive.com/indicator/?iid=38376122,[privacy],[privacy],,[privacy],
avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:48","2022-08-25 21:10:48",,https://pulsedive.com/indicator/?iid=38376123,[privacy],[privacy],,[privacy],
avsvmcloud.com.appsync-api.us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:26","2022-08-25 21:10:26",,https://pulsedive.com/indicator/?iid=38376124,[privacy],[privacy],,[privacy],
eu-west-1.avsvmcloud.com.appsync-api.us-west-2.avsvmcloud.com.appsync-api.us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:19","2022-08-25 21:10:19",,https://pulsedive.com/indicator/?iid=38376125,[privacy],[privacy],,[privacy],
appsync-api.us-west-2.avsvmcloud.com.appsync-api.us-east-1.avsvmcloud.com.appsync-api.us-east-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:21","2022-08-25 21:10:20",,https://pulsedive.com/indicator/?iid=38376128,[privacy],[privacy],,[privacy],
www.us-west-2.avsvmcloud.com,domain,unknown,,"2022-08-25 21:10:53","2022-08-25 21:10:53",,https://pulsedive.com/indicator/?iid=38376134,[privacy],[privacy],,[privacy],
