indicator,type,risk,stamp_added,stamp_updated,stamp_seen,stamp_retired,city,country,countrycode,org,reference
servjfnservjfndsw.nl,domain,none,,"2021-12-06 20:11:07","2021-12-06 20:11:07",,,,,,https://pulsedive.com/indicator/?iid=25515642
dswfjrncjncdnyhd.nl,domain,none,,"2021-12-31 20:50:09","2021-12-31 20:50:09",,,,,,https://pulsedive.com/indicator/?iid=30839231
fjrdswkcnpowerjfn.nl,domain,none,,"2022-01-07 21:42:39","2022-01-07 21:42:39",,,,,,https://pulsedive.com/indicator/?iid=30952676
