indicator,type,risk,stamp_added,stamp_updated,stamp_seen,stamp_retired,reference,geo_city,geo_country,geo_countrycode,geo_org,dns_ptr
mstwcsnvylmullkqh.com,domain,none,,"2022-08-25 20:56:18","2022-08-25 20:56:18",,https://pulsedive.com/indicator/?iid=2834040,Redmond,"United States of America",US,,
240.mstwcsnvylmullkqh.com,domain,none,,"2022-08-25 20:55:20","2022-08-25 20:55:19",,https://pulsedive.com/indicator/?iid=38376040,Redmond,"United States of America",US,,
core.mstwcsnvylmullkqh.com,domain,none,,"2022-08-25 20:55:22","2022-08-25 20:55:22",,https://pulsedive.com/indicator/?iid=38376041,Redmond,"United States of America",US,,
mail.mstwcsnvylmullkqh.com,domain,unknown,,"2022-08-25 20:56:17","2022-08-25 20:56:17",,https://pulsedive.com/indicator/?iid=38376044,Redmond,"United States of America",US,,
pay.mstwcsnvylmullkqh.com,domain,none,,"2022-08-25 20:56:16","2022-08-25 20:56:15",,https://pulsedive.com/indicator/?iid=38376046,Redmond,"United States of America",US,,
55.mstwcsnvylmullkqh.com,domain,none,,"2022-08-25 20:56:18","2022-08-25 20:56:18",,https://pulsedive.com/indicator/?iid=38376047,Redmond,"United States of America",US,,
