indicator,type,risk,stamp_added,stamp_updated,stamp_seen,stamp_retired,reference,geo_city,geo_country,geo_countrycode,geo_org,dns_ptr
exch-01.yumgiskor.kz,domain,unknown,,"2024-08-02 10:27:16","2024-08-02 10:27:16",,https://pulsedive.com/indicator/?iid=25230089,"Los Angeles","United States of America",US,,
